306,T7Run306 Project Analysis,Reconstruction,726867264,468.0799866,4.090000153
307,T7Run307 Project Analysis,Reconstruction,678227072,431.0599976,4.090000153
308,T7Run308 Project Analysis,Reconstruction,552722752,358.6300049,4.090000153
309,T7Run309 Project Analysis,Reconstruction,2233258752,-9999.990234,4.409999847
310,T7Run310 Project Analysis,Reconstruction,2217433600,-9999.990234,4.409999847
311,T7Run311 Project Analysis,Reconstruction,2227760128,-9999.990234,4.409999847
312,T7Run312 Project Analysis,Reconstruction,2154349312,-9999.990234,4.409999847
313,T7Run313 Project Analysis,Reconstruction,1964439040,-9999.990234,4.409999847
314,T7Run314 Project Analysis,Reconstruction,1839107456,-9999.990234,4.409999847
315,T7Run315 Project Analysis,Reconstruction,1503726848,-9999.990234,4.409999847
316,T7Run316 Project Analysis,Reconstruction,14318056,19.53000069,2.339999914
317,T7Run317 Project Analysis,Reconstruction,15658970,20.09000015,2.339999914
318,T7Run318 Project Analysis,Reconstruction,14926740,19.79999924,2.339999914
319,T7Run319 Project Analysis,Reconstruction,16702699,20.54999924,2.339999914
320,T7Run320 Project Analysis,Reconstruction,15200837,19.87000084,2.339999914
321,T7Run321 Project Analysis,Reconstruction,13491281,19.29999924,2.339999914
322,T7Run322 Project Analysis,Reconstruction,9305694,17.37999916,2.339999914
323,T7Run323 Project Analysis,Reconstruction,237345376,47.47000122,2.400000095
324,T7Run324 Project Analysis,Reconstruction,241181840,48.25,2.400000095
325,T7Run325 Project Analysis,Reconstruction,239069216,47.83000183,2.400000095
326,T7Run326 Project Analysis,Reconstruction,241505392,48.84999847,2.410000086
327,T7Run327 Project Analysis,Reconstruction,225544000,47.68000031,2.410000086
328,T7Run328 Project Analysis,Reconstruction,211057648,47.11000061,2.410000086
329,T7Run329 Project Analysis,Reconstruction,176272480,44.25,2.410000086
330,T7Run330 Project Analysis,Reconstruction,854337024,84.41999817,2.569999933
331,T7Run331 Project Analysis,Reconstruction,863999488,87.05000305,2.569999933
332,T7Run332 Project Analysis,Reconstruction,859129344,85.66999817,2.569999933
333,T7Run333 Project Analysis,Reconstruction,862512192,90,2.569999933
334,T7Run334 Project Analysis,Reconstruction,808455168,88.55000305,2.579999924
335,T7Run335 Project Analysis,Reconstruction,759328192,88.55000305,2.579999924
336,T7Run336 Project Analysis,Reconstruction,642355136,83.93000031,2.579999924
337,T7Run337 Project Analysis,Reconstruction,15493634,19.93000031,2.339999914
338,T7Run338 Project Analysis,Reconstruction,16834934,20.5,2.339999914
339,T7Run339 Project Analysis,Reconstruction,16094101,20.20000076,2.339999914
340,T7Run340 Project Analysis,Reconstruction,17843996,20.92000008,2.339999914
341,T7Run341 Project Analysis,Reconstruction,16289627,20.25,2.339999914
342,T7Run342 Project Analysis,Reconstruction,14439257,19.65999985,2.339999914
343,T7Run343 Project Analysis,Reconstruction,10081856,17.70999908,2.339999914
