Run,Run Title,Alternative,NPV,IRR,AVE_IRI
275,T7Run275 Project Analysis,Minimum Maintenance (B),0,-9999.990234,11.93999958
276,T7Run276 Project Analysis,Minimum Maintenance (B),0,-9999.990234,11.93999958
277,T7Run277 Project Analysis,Minimum Maintenance (B),0,-9999.990234,11.93999958
278,T7Run278 Project Analysis,Minimum Maintenance (B),0,-9999.990234,11.93999958
279,T7Run279 Project Analysis,Minimum Maintenance (B),0,-9999.990234,11.93999958
280,T7Run280 Project Analysis,Minimum Maintenance (B),0,-9999.990234,11.93999958
281,T7Run281 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.85000038
282,T7Run282 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.85000038
283,T7Run283 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.85000038
284,T7Run284 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.85000038
285,T7Run285 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.85000038
286,T7Run286 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.85000038
287,T7Run287 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.85999966
288,T7Run288 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.67000008
289,T7Run289 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.67000008
290,T7Run290 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.67000008
291,T7Run291 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.67000008
292,T7Run292 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.68000031
293,T7Run293 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.67000008
294,T7Run294 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.68000031
295,T7Run295 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.63000011
296,T7Run296 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.63000011
297,T7Run297 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.63000011
298,T7Run298 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.63000011
299,T7Run299 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.63000011
300,T7Run300 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.63000011
301,T7Run301 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.63000011
302,T7Run302 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.02999973
303,T7Run303 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.02999973
304,T7Run304 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.02999973
305,T7Run305 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.02999973
306,T7Run306 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.02999973
307,T7Run307 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.02999973
308,T7Run308 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.02999973
309,T7Run309 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.52999973
