Run,Run Title,Alternative,NPV,IRR,AVE_IRI
331,T4Run331 Project Analysis,Reseal,624960576,67.87000275,4.010000229
332,T4Run332 Project Analysis,Reseal,626694336,67.98999786,4.010000229
333,T4Run333 Project Analysis,Reseal,605639616,67.79000092,4.010000229
334,T4Run334 Project Analysis,Reseal,555125824,67.62000275,4.010000229
335,T4Run335 Project Analysis,Reseal,511968192,66.33000183,4.010000229
336,T4Run336 Project Analysis,Reseal,417534624,65.08999634,4.019999981
337,T4Run337 Project Analysis,Reseal,46989964,37.59000015,4.289999962
338,T4Run338 Project Analysis,Reseal,46824848,37.72000122,4.289999962
339,T4Run339 Project Analysis,Reseal,46766704,37.63000107,4.289999962
340,T4Run340 Project Analysis,Reseal,45369992,37.63999939,4.289999962
341,T4Run341 Project Analysis,Reseal,41528656,36.88999939,4.289999962
342,T4Run342 Project Analysis,Reseal,37496448,35.74000168,4.289999962
343,T4Run343 Project Analysis,Reseal,29661336,33.5,4.289999962
344,T4Run344 Project Analysis,Reseal,314341280,69.19000244,4.409999847
345,T4Run345 Project Analysis,Reseal,312191232,69.5,4.409999847
346,T4Run346 Project Analysis,Reseal,312801152,69.38999939,4.409999847
347,T4Run347 Project Analysis,Reseal,302378080,69.73999786,4.409999847
348,T4Run348 Project Analysis,Reseal,277676960,69.19999695,4.409999847
349,T4Run349 Project Analysis,Reseal,255271664,67.59999847,4.409999847
350,T4Run350 Project Analysis,Reseal,207613680,65.23000336,4.409999847
351,T4Run351 Project Analysis,Reseal,648537856,75.98000336,4.179999828
352,T4Run352 Project Analysis,Reseal,643592768,76.09999847,4.179999828
353,T4Run353 Project Analysis,Reseal,645398016,76.19000244,4.179999828
354,T4Run354 Project Analysis,Reseal,623708992,76.36000061,4.179999828
355,T4Run355 Project Analysis,Reseal,571493888,76.22000122,4.179999828
356,T4Run356 Project Analysis,Reseal,527422272,74.91999817,4.179999828
357,T4Run357 Project Analysis,Reseal,430543040,73.68000031,4.179999828
358,T4Run358 Project Analysis,Reseal,100714576,42.59000015,6.639999866
359,T4Run359 Project Analysis,Reseal,99225400,42.81000137,6.639999866
360,T4Run360 Project Analysis,Reseal,99852752,42.61999893,6.639999866
361,T4Run361 Project Analysis,Reseal,94876328,42.68999863,6.639999866
362,T4Run362 Project Analysis,Reseal,85584392,41.79999924,6.639999866
363,T4Run363 Project Analysis,Reseal,77795944,40.09999847,6.639999866
364,T4Run364 Project Analysis,Reseal,60708124,37.24000168,6.639999866
365,T4Run365 Project Analysis,Reseal,704539136,103.9199982,7.300000191
366,T4Run366 Project Analysis,Reseal,691948032,104.75,7.300000191
367,T4Run367 Project Analysis,Reseal,699265536,104.2699966,7.300000191
368,T4Run368 Project Analysis,Reseal,661935296,105.1299973,7.300000191
369,T4Run369 Project Analysis,Reseal,594686144,103.4899979,7.300000191
370,T4Run370 Project Analysis,Reseal,555225536,100.1299973,7.300000191
371,T4Run371 Project Analysis,Reseal,443615808,94.55999756,7.300000191
372,T4Run372 Project Analysis,Reseal,1945817344,159.3899994,6.730000019
373,T4Run373 Project Analysis,Reseal,1914202752,162.1999969,6.730000019
374,T4Run374 Project Analysis,Reseal,1931786368,161.2200012,6.730000019
375,T4Run375 Project Analysis,Reseal,1834801536,165.6199951,6.730000019
376,T4Run376 Project Analysis,Reseal,1658145280,164.1399994,6.730000019
377,T4Run377 Project Analysis,Reseal,1542693248,159.3399963,6.730000019
378,T4Run378 Project Analysis,Reseal,1238879616,152,6.730000019
379,T4Run379 Project Analysis,Reseal,126756368,65.69000244,9.180000305
380,T4Run380 Project Analysis,Reseal,123747376,65.75,9.180000305
381,T4Run381 Project Analysis,Reseal,125599232,65.36000061,9.180000305
382,T4Run382 Project Analysis,Reseal,117436160,64.65000153,9.180000305
383,T4Run383 Project Analysis,Reseal,103744504,62.97000122,9.180000305
384,T4Run384 Project Analysis,Reseal,96621784,58.84999847,9.180000305
